Año,Zona,Lugar,Numero,median_inc,Población,distance (km),distance,CT_(€),OC_(€),TC
2019,España,Andalucía,346.0,34.893150684931506,8472407.0,929.2903326033576,929.2903326033576,120.80774323843649,11.631050228310501,132.438793466747
2020,España,Andalucía,350.0,34.893150684931506,8472407.0,929.2903326033576,929.2903326033576,120.80774323843649,11.631050228310501,132.438793466747
2021,España,Andalucía,697.0,34.893150684931506,8472407.0,929.2903326033576,929.2903326033576,120.80774323843649,11.631050228310501,132.438793466747
2022,España,Andalucía,744.0,34.893150684931506,8472407.0,929.2903326033576,929.2903326033576,120.80774323843649,11.631050228310501,132.438793466747
2023,España,Andalucía,650.0,34.893150684931506,8472407.0,929.2903326033576,929.2903326033576,120.80774323843649,11.631050228310501,132.438793466747
2019,España,Aragón,50.0,49.64657534246575,1326261.0,959.4702764780626,959.4702764780626,124.73113594214814,16.548858447488584,141.27999438963673
2020,España,Aragón,94.0,49.64657534246575,1326261.0,959.4702764780626,959.4702764780626,124.73113594214814,16.548858447488584,141.27999438963673
2021,España,Aragón,152.0,49.64657534246575,1326261.0,959.4702764780626,959.4702764780626,124.73113594214814,16.548858447488584,141.27999438963673
2022,España,Aragón,168.0,49.64657534246575,1326261.0,959.4702764780626,959.4702764780626,124.73113594214814,16.548858447488584,141.27999438963673
2023,España,Aragón,41.0,49.64657534246575,1326261.0,959.4702764780626,959.4702764780626,124.73113594214814,16.548858447488584,141.27999438963673
2019,España,Asturias,400.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2020,España,Asturias,609.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2021,España,Asturias,984.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2022,España,Asturias,967.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2023,España,Asturias,729.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2024,España,Asturias,45.0,46.03013698630137,1011792.0,352.69933483607406,352.69933483607406,45.85091352868963,15.34337899543379,61.19429252412342
2019,España,Illes Balears,35.0,43.19178082191781,1173008.0,1421.1644058921822,1421.1644058921822,184.7513727659837,14.397260273972602,199.14863303995628
2020,España,Illes Balears,33.0,43.19178082191781,1173008.0,1421.1644058921822,1421.1644058921822,184.7513727659837,14.397260273972602,199.14863303995628
2021,España,Illes Balears,46.0,43.19178082191781,1173008.0,1421.1644058921822,1421.1644058921822,184.7513727659837,14.397260273972602,199.14863303995628
2022,España,Illes Balears,62.0,43.19178082191781,1173008.0,1421.1644058921822,1421.1644058921822,184.7513727659837,14.397260273972602,199.14863303995628
2023,España,Illes Balears,93.0,43.19178082191781,1173008.0,1421.1644058921822,1421.1644058921822,184.7513727659837,14.397260273972602,199.14863303995628
2019,España,Canarias,249.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2020,España,Canarias,217.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2021,España,Canarias,357.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2022,España,Canarias,724.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2023,España,Canarias,829.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2024,España,Canarias,99.0,37.706849315068496,2172944.0,2123.3626041898424,2123.3626041898424,276.0371385446795,12.568949771689498,288.60608831636904
2019,España,Cantabria,100.0,44.83287671232877,584507.0,566.9804464538352,566.9804464538352,73.70745803899857,14.944292237442923,88.65175027644149
2020,España,Cantabria,121.0,44.83287671232877,584507.0,566.9804464538352,566.9804464538352,73.70745803899857,14.944292237442923,88.65175027644149
2021,España,Cantabria,85.0,44.83287671232877,584507.0,566.9804464538352,566.9804464538352,73.70745803899857,14.944292237442923,88.65175027644149
2022,España,Cantabria,110.0,44.83287671232877,584507.0,566.9804464538352,566.9804464538352,73.70745803899857,14.944292237442923,88.65175027644149
2023,España,Cantabria,68.0,44.83287671232877,584507.0,566.9804464538352,566.9804464538352,73.70745803899857,14.944292237442923,88.65175027644149
2019,España,Castilla - La Mancha,162.0,38.50410958904109,2049562.0,830.2915934785254,830.2915934785254,107.93790715220831,12.83470319634703,120.77261034855535
2020,España,Castilla - La Mancha,240.0,38.50410958904109,2049562.0,830.2915934785254,830.2915934785254,107.93790715220831,12.83470319634703,120.77261034855535
2021,España,Castilla - La Mancha,351.0,38.50410958904109,2049562.0,830.2915934785254,830.2915934785254,107.93790715220831,12.83470319634703,120.77261034855535
2022,España,Castilla - La Mancha,335.0,38.50410958904109,2049562.0,830.2915934785254,830.2915934785254,107.93790715220831,12.83470319634703,120.77261034855535
2023,España,Castilla - La Mancha,214.0,38.50410958904109,2049562.0,830.2915934785254,830.2915934785254,107.93790715220831,12.83470319634703,120.77261034855535
2019,España,Castilla y León,629.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2020,España,Castilla y León,881.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2021,España,Castilla y León,1367.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2022,España,Castilla y León,1379.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2023,España,Castilla y León,1177.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2024,España,Castilla y León,119.0,45.72054794520548,2383139.0,506.3281716547561,506.3281716547561,65.8226623151183,15.240182648401827,81.06284496352012
2019,España,Cataluña,352.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2020,España,Cataluña,465.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2021,España,Cataluña,859.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2022,España,Cataluña,1072.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2023,España,Cataluña,1000.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2024,España,Cataluña,111.0,51.583561643835615,7763362.0,1193.1136799716642,1193.1136799716642,155.10477839631633,17.194520547945203,172.29929894426152
2019,España,Comunidade Valenciana,204.0,41.843835616438355,5058138.0,1076.839135481306,1076.839135481306,139.98908761256976,13.947945205479451,153.9370328180492
2020,España,Comunidade Valenciana,179.0,41.843835616438355,5058138.0,1076.839135481306,1076.839135481306,139.98908761256976,13.947945205479451,153.9370328180492
2021,España,Comunidade Valenciana,366.0,41.843835616438355,5058138.0,1076.839135481306,1076.839135481306,139.98908761256976,13.947945205479451,153.9370328180492
2022,España,Comunidade Valenciana,357.0,41.843835616438355,5058138.0,1076.839135481306,1076.839135481306,139.98908761256976,13.947945205479451,153.9370328180492
2023,España,Comunidade Valenciana,324.0,41.843835616438355,5058138.0,1076.839135481306,1076.839135481306,139.98908761256976,13.947945205479451,153.9370328180492
2019,España,Extremadura,33.0,33.13972602739726,1059501.0,628.0449654258126,628.0449654258126,81.64584550535564,11.046575342465752,92.6924208478214
2021,España,Extremadura,109.0,33.13972602739726,1059501.0,628.0449654258126,628.0449654258126,81.64584550535564,11.046575342465752,92.6924208478214
2022,España,Extremadura,76.0,33.13972602739726,1059501.0,628.0449654258126,628.0449654258126,81.64584550535564,11.046575342465752,92.6924208478214
2023,España,Extremadura,39.0,33.13972602739726,1059501.0,628.0449654258126,628.0449654258126,81.64584550535564,11.046575342465752,92.6924208478214
2019,España,Galicia,8979.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2020,España,Galicia,16871.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2021,España,Galicia,12061.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2022,España,Galicia,11213.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2023,España,Galicia,11345.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2024,España,Galicia,2785.0,42.21643835616438,2695645.0,132.40831636497632,132.40831636497632,17.213081127446923,14.07214611872146,31.285227246168382
2019,España,Madrid,2478.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2020,España,Madrid,2928.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2021,España,Madrid,4281.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2022,España,Madrid,4402.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2023,España,Madrid,4407.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2024,España,Madrid,521.0,52.61917808219178,6751251.0,692.3754790617985,692.3754790617985,90.0088122780338,17.539726027397258,107.54853830543107
2021,España,Murcia,33.0,38.33972602739726,1518486.0,1102.8256796028925,1102.8256796028925,143.36733834837602,12.779908675799087,156.1472470241751
2020,España,Navarra,93.0,57.41095890410959,661537.0,829.8070993524301,829.8070993524301,107.87492291581592,19.136986301369863,127.01190921718577
2021,España,Navarra,99.0,57.41095890410959,661537.0,829.8070993524301,829.8070993524301,107.87492291581592,19.136986301369863,127.01190921718577
2022,España,Navarra,75.0,57.41095890410959,661537.0,829.8070993524301,829.8070993524301,107.87492291581592,19.136986301369863,127.01190921718577
2019,España,País Vasco,503.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2020,España,País Vasco,572.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2021,España,País Vasco,948.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2022,España,País Vasco,1053.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2023,España,País Vasco,870.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2024,España,País Vasco,117.0,57.846575342465755,2213993.0,722.1731590740094,722.1731590740094,93.88251067962122,19.28219178082192,113.16470246044314
2021,España,La Rioja,49.0,47.726027397260275,319796.0,737.1767648929504,737.1767648929504,95.83297943608355,15.908675799086758,111.7416552351703
2023,España,La Rioja,75.0,47.726027397260275,319796.0,737.1767648929504,737.1767648929504,95.83297943608355,15.908675799086758,111.7416552351703
2019,Europa,Alemania,458.0,48.970494331393596,83132799.0,2570.234095513667,2570.234095513667,308.42809146164,32.64699622092906,341.07508768256906
2020,Europa,Alemania,120.0,48.970494331393596,83132799.0,2570.234095513667,2570.234095513667,308.42809146164,32.64699622092906,341.07508768256906
2021,Europa,Alemania,344.0,48.970494331393596,83132799.0,2570.234095513667,2570.234095513667,308.42809146164,32.64699622092906,341.07508768256906
2022,Europa,Alemania,589.0,48.970494331393596,83132799.0,2570.234095513667,2570.234095513667,308.42809146164,32.64699622092906,341.07508768256906
2023,Europa,Alemania,800.0,48.970494331393596,83132799.0,2570.234095513667,2570.234095513667,308.42809146164,32.64699622092906,341.07508768256906
2022,Europa,Austria,39.0,51.980096625341865,8877067.0,2695.5112245277865,2695.5112245277865,323.4613469433344,34.65339775022791,358.1147446935623
2023,Europa,Austria,33.0,51.980096625341865,8877067.0,2695.5112245277865,2695.5112245277865,323.4613469433344,34.65339775022791,358.1147446935623
2022,Europa,Bélgica,30.0,46.65004036095951,11484055.0,1991.2915438795364,1991.2915438795364,398.2583087759073,31.100026907306336,429.3583356832137
2023,Europa,Bélgica,65.0,46.65004036095951,11484055.0,1991.2915438795364,1991.2915438795364,398.2583087759073,31.100026907306336,429.3583356832137
2019,Mundo,Estados Unidos,30.0,58.61857086059204,328239523.0,12404.258778712374,12404.258778712374,1488.5110534454848,39.07904724039469,1527.5901006858794
2021,Mundo,Estados Unidos,502.0,58.61857086059204,328239523.0,12404.258778712374,12404.258778712374,1488.5110534454848,39.07904724039469,1527.5901006858794
2022,Mundo,Estados Unidos,399.0,58.61857086059204,328239523.0,12404.258778712374,12404.258778712374,1488.5110534454848,39.07904724039469,1527.5901006858794
2023,Mundo,Estados Unidos,916.0,58.61857086059204,328239523.0,12404.258778712374,12404.258778712374,1488.5110534454848,39.07904724039469,1527.5901006858794
2019,Europa,Francia,298.0,44.098263876338834,67059887.0,898.2768646065877,898.2768646065877,179.65537292131754,29.39884258422589,209.05421550554343
2020,Europa,Francia,71.0,44.098263876338834,67059887.0,898.2768646065877,898.2768646065877,179.65537292131754,29.39884258422589,209.05421550554343
2021,Europa,Francia,434.0,44.098263876338834,67059887.0,898.2768646065877,898.2768646065877,179.65537292131754,29.39884258422589,209.05421550554343
2022,Europa,Francia,635.0,44.098263876338834,67059887.0,898.2768646065877,898.2768646065877,179.65537292131754,29.39884258422589,209.05421550554343
2023,Europa,Francia,625.0,44.098263876338834,67059887.0,898.2768646065877,898.2768646065877,179.65537292131754,29.39884258422589,209.05421550554343
2019,Europa,Italia,170.0,36.789918193756705,60297396.0,2350.041391555783,2350.041391555783,470.0082783111566,24.526612129171134,494.53489044032773
2021,Europa,Italia,40.0,36.789918193756705,60297396.0,2350.041391555783,2350.041391555783,470.0082783111566,24.526612129171134,494.53489044032773
2022,Europa,Italia,168.0,36.789918193756705,60297396.0,2350.041391555783,2350.041391555783,470.0082783111566,24.526612129171134,494.53489044032773
2023,Europa,Italia,173.0,36.789918193756705,60297396.0,2350.041391555783,2350.041391555783,470.0082783111566,24.526612129171134,494.53489044032773
2022,Europa,Países Bajos,154.0,51.75841254924639,17332850.0,2263.515264683713,2263.515264683713,452.70305293674267,34.50560836616425,487.20866130290693
2023,Europa,Países Bajos,216.0,51.75841254924639,17332850.0,2263.515264683713,2263.515264683713,452.70305293674267,34.50560836616425,487.20866130290693
2019,Europa,Portugal,66.0,26.156311369742532,10269417.0,476.1197191476367,476.1197191476367,123.79112697838555,8.718770456580843,132.5098974349664
2021,Europa,Portugal,147.0,26.156311369742532,10269417.0,476.1197191476367,476.1197191476367,123.79112697838555,8.718770456580843,132.5098974349664
2022,Europa,Portugal,293.0,26.156311369742532,10269417.0,476.1197191476367,476.1197191476367,123.79112697838555,8.718770456580843,132.5098974349664
2023,Europa,Portugal,233.0,26.156311369742532,10269417.0,476.1197191476367,476.1197191476367,123.79112697838555,8.718770456580843,132.5098974349664
2019,Europa,Reino Unido,231.0,40.73926820158793,66834405.0,2067.8043691334065,2067.8043691334065,413.5608738266813,27.159512134391953,440.72038596107325
2020,Europa,Reino Unido,47.0,40.73926820158793,66834405.0,2067.8043691334065,2067.8043691334065,413.5608738266813,27.159512134391953,440.72038596107325
2021,Europa,Reino Unido,128.0,40.73926820158793,66834405.0,2067.8043691334065,2067.8043691334065,413.5608738266813,27.159512134391953,440.72038596107325
2022,Europa,Reino Unido,631.0,40.73926820158793,66834405.0,2067.8043691334065,2067.8043691334065,413.5608738266813,27.159512134391953,440.72038596107325
2023,Europa,Reino Unido,670.0,40.73926820158793,66834405.0,2067.8043691334065,2067.8043691334065,413.5608738266813,27.159512134391953,440.72038596107325
2019,Europa,Suiza,131.0,56.59690847098227,8574832.0,2027.518278332898,2027.518278332898,405.5036556665796,37.73127231398818,443.2349279805678
2020,Europa,Suiza,35.0,56.59690847098227,8574832.0,2027.518278332898,2027.518278332898,405.5036556665796,37.73127231398818,443.2349279805678
2021,Europa,Suiza,158.0,56.59690847098227,8574832.0,2027.518278332898,2027.518278332898,405.5036556665796,37.73127231398818,443.2349279805678
2022,Europa,Suiza,348.0,56.59690847098227,8574832.0,2027.518278332898,2027.518278332898,405.5036556665796,37.73127231398818,443.2349279805678
2023,Europa,Suiza,381.0,56.59690847098227,8574832.0,2027.518278332898,2027.518278332898,405.5036556665796,37.73127231398818,443.2349279805678
2019,Europa,Total,2331.0,,,,,0.0,,
2020,Europa,Total,868.0,,,,,0.0,,
2021,Europa,Total,2946.0,,,,,0.0,,
2022,Europa,Total,4984.0,,,,,0.0,,
2023,Europa,Total,6002.0,,,,,0.0,,
2019,Europa,Total América,466.0,,,,,0.0,,
2021,Europa,Total América,679.0,,,,,0.0,,
2022,Europa,Total América,728.0,,,,,0.0,,
2023,Europa,Total América,1087.0,,,,,0.0,,
2019,Europa,Total América del Norte,449.0,,,,,0.0,,
2021,Europa,Total América del Norte,735.0,,,,,0.0,,
2022,Europa,Total América del Norte,680.0,,,,,0.0,,
2023,Europa,Total América del Norte,998.0,,,,,0.0,,
2019,Europa,Total Europa,1841.0,,,,,0.0,,
2020,Europa,Total Europa,766.0,,,,,0.0,,
2021,Europa,Total Europa,2113.0,,,,,0.0,,
2022,Europa,Total Europa,3982.0,,,,,0.0,,
2023,Europa,Total Europa,4633.0,,,,,0.0,,
2019,Europa,Total Unión Europea,1336.0,,,,,0.0,,
2020,Europa,Total Unión Europea,473.0,,,,,0.0,,
2021,Europa,Total Unión Europea,1405.0,,,,,0.0,,
2022,Europa,Total Unión Europea,2725.0,,,,,0.0,,
2023,Europa,Total Unión Europea,3347.0,,,,,0.0,,
